Date,Flow,Local,Mainland,Others
11/22/2024,Departure,354308,83077,30816
11/23/2024,Arrival,321244,132730,38157
11/23/2024,Departure,448606,123581,34728
11/24/2024,Arrival,476477,98264,33229
11/24/2024,Departure,297757,112100,43085
11/25/2024,Arrival,303155,74767,31204
11/25/2024,Departure,267511,73745,34567
11/26/2024,Arrival,264410,73590,28691
11/26/2024,Departure,257514,69778,31175
11/27/2024,Arrival,262101,74445,31272
11/27/2024,Departure,257646,73848,29610
11/28/2024,Arrival,261360,75878,33524
11/28/2024,Departure,276308,77236,28078
11/29/2024,Arrival,280217,85378,37354
11/29/2024,Departure,357912,84095,31330
11/30/2024,Arrival,336345,138180,37460
11/30/2024,Departure,452442,128250,35347
12/1/2024,Arrival,485330,109196,32741
12/1/2024,Departure,305646,124201,41963
12/2/2024,Arrival,291901,77673,30133
12/2/2024,Departure,258748,77533,34149
12/3/2024,Arrival,258198,70941,28364
12/3/2024,Departure,252041,70054,29565
12/4/2024,Arrival,253445,76599,31155
12/4/2024,Departure,255532,73063,29341
12/5/2024,Arrival,255324,77871,35320
12/5/2024,Departure,269638,76700,30280
12/6/2024,Arrival,277407,91445,37880
12/6/2024,Departure,347132,87221,32052
12/7/2024,Arrival,323273,145034,40736
12/7/2024,Departure,441142,136763,36563
12/8/2024,Arrival,465886,116634,36334
12/8/2024,Departure,306742,130906,44304
12/9/2024,Arrival,298149,80846,40104
12/9/2024,Departure,269271,78031,42804
12/10/2024,Arrival,265254,79098,30320
12/10/2024,Departure,257854,77183,33727
12/11/2024,Arrival,265554,81460,30963
12/11/2024,Departure,262773,79783,34464
12/12/2024,Arrival,264426,81052,33316
12/12/2024,Departure,275447,79417,30610
12/13/2024,Arrival,278487,95159,36206
12/13/2024,Departure,344625,90513,29510
12/14/2024,Arrival,314037,161075,38830
12/14/2024,Departure,431215,149415,33312
12/15/2024,Arrival,438036,125085,35541
12/15/2024,Departure,308070,135689,45308
12/16/2024,Arrival,296854,90315,31093
12/16/2024,Departure,276763,83898,34680
12/17/2024,Arrival,265437,87043,27677
12/17/2024,Departure,272172,83682,31653
12/18/2024,Arrival,269040,95634,29921
12/18/2024,Departure,280851,99437,30368
12/19/2024,Arrival,275695,89819,35910
12/19/2024,Departure,303047,93579,31508
12/20/2024,Arrival,284106,95244,47256
12/20/2024,Departure,402184,100942,37556
12/21/2024,Arrival,268979,169596,41554
12/21/2024,Departure,459507,152337,29630
12/22/2024,Arrival,369328,135515,39750
12/22/2024,Departure,396849,159986,38284
12/23/2024,Arrival,309337,98311,42194
12/23/2024,Departure,360257,98699,37957
12/24/2024,Arrival,258413,95082,38634
12/24/2024,Departure,477488,90353,32604
12/25/2024,Arrival,347637,79184,42821
12/25/2024,Departure,569282,87697,35515
12/26/2024,Arrival,554893,71569,41351
12/26/2024,Departure,335753,74583,42065
12/27/2024,Arrival,369356,87501,45994
12/27/2024,Departure,340090,84283,39314
12/28/2024,Arrival,375729,126808,48834
12/28/2024,Departure,378047,123889,42167
12/29/2024,Arrival,504918,98912,43250
12/29/2024,Departure,288711,108884,48460
12/30/2024,Arrival,391739,89865,45696
12/30/2024,Departure,283917,85993,44449
12/31/2024,Arrival,317739,119631,36735
12/31/2024,Departure,301109,71413,32210
1/1/2025,Arrival,393197,106290,29353
1/1/2025,Departure,221050,151652,47462
1/2/2025,Arrival,287942,74518,38535
1/2/2025,Departure,247949,72837,48722
1/3/2025,Arrival,277067,82626,38619
1/3/2025,Departure,294583,75817,42695
1/4/2025,Arrival,323560,119232,34755
1/4/2025,Departure,367637,110140,41298
1/5/2025,Arrival,416093,102625,30607
1/5/2025,Departure,271664,107642,45043
1/6/2025,Arrival,281965,90189,32596
1/6/2025,Departure,263158,85424,33556
1/7/2025,Arrival,258296,84692,31225
1/7/2025,Departure,256994,81745,32045
1/8/2025,Arrival,253707,86198,30514
1/8/2025,Departure,254315,83824,29751
1/9/2025,Arrival,254337,87087,33255
1/9/2025,Departure,262951,91121,31483
1/10/2025,Arrival,272859,97564,36966
1/10/2025,Departure,324587,96205,32251
1/11/2025,Arrival,320447,141224,41920
1/11/2025,Departure,411986,131982,35329
1/12/2025,Arrival,448800,125979,35446
1/12/2025,Departure,294937,131900,44088
1/13/2025,Arrival,294115,102485,32060
1/13/2025,Departure,261371,97606,36404
1/14/2025,Arrival,256505,98999,29095
1/14/2025,Departure,252457,96146,31200
1/15/2025,Arrival,260669,105071,32440
1/15/2025,Departure,263481,98024,31338
1/16/2025,Arrival,266976,116987,33029
1/16/2025,Departure,270678,114495,30944
1/17/2025,Arrival,277599,116923,36300
1/17/2025,Departure,334340,115636,32097
1/18/2025,Arrival,338454,170329,39250
1/18/2025,Departure,425887,155715,36151
1/19/2025,Arrival,455811,160403,34980
1/19/2025,Departure,314160,158020,43235
1/20/2025,Arrival,293201,136295,28543
1/20/2025,Departure,265829,131249,33604
1/21/2025,Arrival,255423,132168,26420
1/21/2025,Departure,255675,129894,31437
1/22/2025,Arrival,248634,129538,29296
1/22/2025,Departure,260469,134260,31790
1/23/2025,Arrival,243994,133699,29188
1/23/2025,Departure,287272,138618,28646
1/24/2025,Arrival,243237,141320,33493
1/24/2025,Departure,389569,146133,25414
1/25/2025,Arrival,260653,155230,40236
1/25/2025,Departure,469764,160392,30819
1/26/2025,Arrival,277377,136156,35234
1/26/2025,Departure,362312,142404,33796
1/27/2025,Arrival,204904,127686,29947
1/27/2025,Departure,310634,133040,35144
1/28/2025,Arrival,131284,79895,26977
1/28/2025,Departure,330633,62633,26716
1/29/2025,Arrival,156882,110260,28597
1/29/2025,Departure,357927,95893,23783
1/30/2025,Arrival,267382,187138,28885
1/30/2025,Departure,394912,163101,27368
1/31/2025,Arrival,404488,186386,29360
1/31/2025,Departure,387171,182656,31893
2/1/2025,Arrival,470373,177746,26533
2/1/2025,Departure,328212,176890,33455
2/2/2025,Arrival,530415,168203,22051
2/2/2025,Departure,210664,171726,35212
2/3/2025,Arrival,396774,154579,22456
2/3/2025,Departure,229814,169303,28059
2/4/2025,Arrival,355478,132593,20234
2/4/2025,Departure,215882,152648,23707
2/5/2025,Arrival,333670,109907,22395
2/5/2025,Departure,219033,116302,22043
2/6/2025,Arrival,276104,109538,25080
2/6/2025,Departure,224744,109730,19885
2/7/2025,Arrival,268770,115060,30072
2/7/2025,Departure,277491,112112,22272
2/8/2025,Arrival,321063,109834,33248
2/8/2025,Departure,350413,112095,28886
2/9/2025,Arrival,413088,118061,28188
2/9/2025,Departure,260269,129351,33347
2/10/2025,Arrival,270401,96307,28987
2/10/2025,Departure,242223,107417,27564
2/11/2025,Arrival,244200,79623,27980
2/11/2025,Departure,240520,92368,26995
2/12/2025,Arrival,221142,61128,31079
2/12/2025,Departure,222816,68781,26804
2/13/2025,Arrival,250053,71832,32657
2/13/2025,Departure,257590,71215,26695
2/14/2025,Arrival,272025,78435,36860
2/14/2025,Departure,354865,78362,30024
2/15/2025,Arrival,340701,117478,39068
2/15/2025,Departure,431259,111894,35029
2/16/2025,Arrival,468055,94922,39346
2/16/2025,Departure,308383,105038,45096
2/17/2025,Arrival,291999,81059,33884
2/17/2025,Departure,260158,73539,33708
2/18/2025,Arrival,257926,77019,34335
2/18/2025,Departure,250470,73402,33963
2/19/2025,Arrival,252325,77097,31992
2/19/2025,Departure,248707,75870,31761
2/20/2025,Arrival,255749,78105,33421
2/20/2025,Departure,264004,79348,31785
2/21/2025,Arrival,269489,85898,42466
2/21/2025,Departure,337825,85525,36606
2/22/2025,Arrival,326482,124779,44491
2/22/2025,Departure,444025,121359,38174
2/23/2025,Arrival,458229,91859,36293
2/23/2025,Departure,303030,103808,45940
2/24/2025,Arrival,295765,75189,32274
2/24/2025,Departure,256818,73160,40994
2/25/2025,Arrival,254275,67840,29089
2/25/2025,Departure,248500,68801,33357
2/26/2025,Arrival,248156,66331,31981
2/26/2025,Departure,246820,67313,31391
2/27/2025,Arrival,254040,69882,37977
2/27/2025,Departure,264983,70775,31103
2/28/2025,Arrival,271710,78268,44954
2/28/2025,Departure,346181,77663,34916
3/1/2025,Arrival,325618,128625,40750
3/1/2025,Departure,442614,116417,36452
3/2/2025,Arrival,455431,100204,34513
3/2/2025,Departure,301960,109282,45402
3/3/2025,Arrival,287192,74883,33257
3/3/2025,Departure,254445,73795,36259
3/4/2025,Arrival,245439,64702,26914
3/4/2025,Departure,240487,64299,28020
3/5/2025,Arrival,239649,65890,28200
3/5/2025,Departure,241669,66374,28461
3/6/2025,Arrival,232996,64223,29070
3/6/2025,Departure,251583,64290,28461
3/7/2025,Arrival,255991,72777,36326
3/7/2025,Departure,347230,71207,32642
3/8/2025,Arrival,328794,116307,39055
3/8/2025,Departure,463831,113184,34266
3/9/2025,Arrival,493117,95268,32148
3/9/2025,Departure,313569,104257,46894
3/10/2025,Arrival,305836,80368,32652
3/10/2025,Departure,267612,74867,34522
3/11/2025,Arrival,268142,76914,27685
3/11/2025,Departure,258977,74639,29706
3/12/2025,Arrival,256487,77113,28587
3/12/2025,Departure,257966,76619,27086
3/13/2025,Arrival,260220,75762,32733
3/13/2025,Departure,277278,76074,27249
3/14/2025,Arrival,277799,82087,37506
3/14/2025,Departure,368063,83397,31818
3/15/2025,Arrival,319695,105914,40704
3/15/2025,Departure,444941,100674,35450
3/16/2025,Arrival,505079,99799,34773
3/16/2025,Departure,322211,106210,41661
3/17/2025,Arrival,306710,82264,31225
3/17/2025,Departure,259553,77596,34241
3/18/2025,Arrival,261618,77222,31475
3/18/2025,Departure,254814,74750,30176
3/19/2025,Arrival,257606,79332,35098
3/19/2025,Departure,261762,80381,32604
3/20/2025,Arrival,257508,80772,37701
3/20/2025,Departure,280602,79975,35361
3/21/2025,Arrival,278494,91964,38995
3/21/2025,Departure,365730,88459,34486
3/22/2025,Arrival,337084,145078,39250
3/22/2025,Departure,461408,137341,36519
3/23/2025,Arrival,492011,113630,34754
3/23/2025,Departure,308103,123979,44207
3/24/2025,Arrival,303282,85162,33738
3/24/2025,Departure,269308,84545,34477
3/25/2025,Arrival,265871,81250,33354
3/25/2025,Departure,263139,80174,30415
3/26/2025,Arrival,258649,80232,35893
3/26/2025,Departure,264798,80843,31845
3/27/2025,Arrival,263411,80301,37384
3/27/2025,Departure,282914,81713,33486
3/28/2025,Arrival,279010,85532,41258
3/28/2025,Departure,359402,88400,34197
3/29/2025,Arrival,327600,118811,41018
3/29/2025,Departure,453021,113507,37234
3/30/2025,Arrival,476558,93629,33581
3/30/2025,Departure,303410,102933,43989
3/31/2025,Arrival,286760,72600,30594
3/31/2025,Departure,249683,77155,40671
