Date,Flow,Local,Mainland,Others
1/10/2023,Departure,35369,5762,5480
1/11/2023,Arrival,32064,6226,6196
1/11/2023,Departure,35188,6341,6330
1/12/2023,Arrival,33930,6868,6580
1/12/2023,Departure,39066,7868,6645
1/13/2023,Arrival,37206,8611,7483
1/13/2023,Departure,46336,7510,6912
1/14/2023,Arrival,40188,9272,9044
1/14/2023,Departure,51673,8208,8238
1/15/2023,Arrival,53181,9073,7668
1/15/2023,Departure,48093,10262,10308
1/16/2023,Arrival,41056,8830,6622
1/16/2023,Departure,46984,8906,7156
1/17/2023,Arrival,38637,9813,6150
1/17/2023,Departure,57691,9327,6958
1/18/2023,Arrival,39176,11493,7622
1/18/2023,Departure,83104,11264,6587
1/19/2023,Arrival,37829,13160,8367
1/19/2023,Departure,99297,11254,7061
1/20/2023,Arrival,35072,14892,9852
1/20/2023,Departure,113145,9751,6393
1/21/2023,Arrival,28951,9953,10303
1/21/2023,Departure,108762,5431,5849
1/22/2023,Arrival,31820,10082,8553
1/22/2023,Departure,94650,5865,5906
1/23/2023,Arrival,51790,14734,10421
1/23/2023,Departure,93925,8806,7906
1/24/2023,Arrival,74620,16420,10742
1/24/2023,Departure,85646,12040,11181
1/25/2023,Arrival,115075,15060,9341
1/25/2023,Departure,70212,14980,11451
1/26/2023,Arrival,97704,15685,9823
1/26/2023,Departure,63706,19282,10363
1/27/2023,Arrival,93587,12946,9919
1/27/2023,Departure,65251,20850,11579
1/28/2023,Arrival,113729,10419,9578
1/28/2023,Departure,68310,16684,12758
1/29/2023,Arrival,165264,11958,6721
1/29/2023,Departure,56804,14167,12771
1/30/2023,Arrival,113895,14011,6989
1/30/2023,Departure,50776,12909,8454
1/31/2023,Arrival,97443,14453,6220
1/31/2023,Departure,46245,13008,7327
2/1/2023,Arrival,69009,15520,7514
2/1/2023,Departure,50688,13100,6343
2/2/2023,Arrival,57307,15988,8261
2/2/2023,Departure,48866,14326,6590
2/3/2023,Arrival,55684,16315,10109
2/3/2023,Departure,64358,16350,7374
2/4/2023,Arrival,57801,16530,12247
2/4/2023,Departure,67961,16683,9954
2/5/2023,Arrival,78235,12023,9503
2/5/2023,Departure,46566,14019,12611
2/6/2023,Arrival,108899,23587,9600
2/6/2023,Departure,111274,21880,8951
2/7/2023,Arrival,106182,24283,9106
2/7/2023,Departure,103914,20751,9016
2/8/2023,Arrival,108177,27792,9674
2/8/2023,Departure,108048,23864,8803
2/9/2023,Arrival,107501,29608,11019
2/9/2023,Departure,115030,26629,8909
2/10/2023,Arrival,116778,39030,12650
2/10/2023,Departure,159139,32070,10095
2/11/2023,Arrival,130988,49338,16466
2/11/2023,Departure,193583,43312,13428
2/12/2023,Arrival,224083,41648,13249
2/12/2023,Departure,134853,47576,17898
2/13/2023,Arrival,138131,37817,10761
2/13/2023,Departure,126382,35089,11214
2/14/2023,Arrival,119791,34859,10302
2/14/2023,Departure,120602,35744,10243
2/15/2023,Arrival,127461,39941,11786
2/15/2023,Departure,123804,36906,10564
2/16/2023,Arrival,123209,43104,11991
2/16/2023,Departure,130320,39888,10228
2/17/2023,Arrival,132672,52036,13909
2/17/2023,Departure,172254,44586,11999
2/18/2023,Arrival,143344,69992,17541
2/18/2023,Departure,208991,63059,15485
2/19/2023,Arrival,235819,49742,13990
2/19/2023,Departure,146063,66016,19149
2/20/2023,Arrival,150237,43044,11812
2/20/2023,Departure,133125,42064,11778
2/21/2023,Arrival,130887,42993,11055
2/21/2023,Departure,129199,41838,10983
2/22/2023,Arrival,131182,46320,12546
2/22/2023,Departure,131450,44919,11503
2/23/2023,Arrival,131861,45873,14189
2/23/2023,Departure,139733,44227,11597
2/24/2023,Arrival,145252,56213,16335
2/24/2023,Departure,186080,50940,12605
2/25/2023,Arrival,157597,80269,21807
2/25/2023,Departure,222420,73160,16748
2/26/2023,Arrival,246029,57269,16265
2/26/2023,Departure,154631,72054,21191
2/27/2023,Arrival,163340,48226,14586
2/27/2023,Departure,140811,45750,14562
2/28/2023,Arrival,142932,48673,14788
2/28/2023,Departure,137727,47072,14801
3/1/2023,Arrival,136345,53144,15630
3/1/2023,Departure,143302,48714,12605
3/2/2023,Arrival,138767,52508,14617
3/2/2023,Departure,148400,51991,11540
3/3/2023,Arrival,148729,61547,16329
3/3/2023,Departure,196175,56158,13114
3/4/2023,Arrival,156943,86811,17794
3/4/2023,Departure,230890,81809,16967
3/5/2023,Arrival,255470,62312,14749
3/5/2023,Departure,160692,78108,23076
3/6/2023,Arrival,160883,48928,12619
3/6/2023,Departure,143112,48591,17597
3/7/2023,Arrival,143260,46330,12607
3/7/2023,Departure,143832,46977,15538
3/8/2023,Arrival,141664,50889,16925
3/8/2023,Departure,144812,50105,13879
3/9/2023,Arrival,144517,53434,14906
3/9/2023,Departure,152268,50919,14792
3/10/2023,Arrival,153338,63913,16045
3/10/2023,Departure,200587,55383,13906
3/11/2023,Arrival,164303,92977,19432
3/11/2023,Departure,239615,84307,16671
3/12/2023,Arrival,278173,64149,15969
3/12/2023,Departure,173490,81437,20580
3/13/2023,Arrival,169919,54888,13390
3/13/2023,Departure,148136,50715,14282
3/14/2023,Arrival,148348,51413,12482
3/14/2023,Departure,144430,51112,12644
3/15/2023,Arrival,144777,52430,13747
3/15/2023,Departure,145167,53020,12971
3/16/2023,Arrival,145778,57770,14603
3/16/2023,Departure,157399,57176,13256
3/17/2023,Arrival,157608,71977,17294
3/17/2023,Departure,203418,62091,14472
3/18/2023,Arrival,172905,102458,19800
3/18/2023,Departure,238776,90946,16808
3/19/2023,Arrival,268799,74816,17117
3/19/2023,Departure,168556,92936,20881
3/20/2023,Arrival,168660,58419,15520
3/20/2023,Departure,149105,58333,15008
3/21/2023,Arrival,148211,59126,14643
3/21/2023,Departure,144696,58736,14837
3/22/2023,Arrival,144422,59917,14594
3/22/2023,Departure,142917,58186,14062
3/23/2023,Arrival,144094,63152,15878
3/23/2023,Departure,152265,60279,14036
3/24/2023,Arrival,155213,81152,17030
3/24/2023,Departure,200196,66754,15341
3/25/2023,Arrival,162074,96549,17963
3/25/2023,Departure,229914,92081,17220
3/26/2023,Arrival,244801,63327,16191
3/26/2023,Departure,157278,83751,21681
3/27/2023,Arrival,160608,52718,14306
3/27/2023,Departure,147810,55433,16066
3/28/2023,Arrival,146320,55814,14691
3/28/2023,Departure,149490,58084,14268
3/29/2023,Arrival,145351,56384,17180
3/29/2023,Departure,155142,57017,17559
3/30/2023,Arrival,147855,54556,14962
3/30/2023,Departure,170596,58154,15971
3/31/2023,Arrival,155157,62088,18012
3/31/2023,Departure,243970,59515,12653
4/1/2023,Arrival,163699,93977,21481
4/1/2023,Departure,317123,83341,13845
4/2/2023,Arrival,234807,56872,17134
4/2/2023,Departure,230106,81339,18563
4/3/2023,Arrival,153969,43609,14444
4/3/2023,Departure,218773,48764,16922
4/4/2023,Arrival,137979,40664,15059
4/4/2023,Departure,339640,47390,14048
4/5/2023,Arrival,202584,56981,21486
4/5/2023,Departure,308461,61254,17228
4/6/2023,Arrival,177630,40758,21425
4/6/2023,Departure,284129,40237,16111
4/7/2023,Arrival,226224,46680,23423
4/7/2023,Departure,395005,40627,18632
4/8/2023,Arrival,269860,80532,17961
4/8/2023,Departure,249398,70416,21002
4/9/2023,Arrival,395727,61883,15008
4/9/2023,Departure,213668,74209,24524
4/10/2023,Arrival,485979,58830,10959
4/10/2023,Departure,163679,42203,18200
4/11/2023,Arrival,268302,74714,14625
4/11/2023,Departure,155586,55037,14385
4/12/2023,Arrival,216355,71698,21961
4/12/2023,Departure,150554,64849,15946
4/13/2023,Arrival,195424,70630,18067
4/13/2023,Departure,154772,68605,16276
4/14/2023,Arrival,200403,79876,18768
4/14/2023,Departure,186955,77992,18796
4/15/2023,Arrival,217023,123077,18220
4/15/2023,Departure,220979,114453,21425
4/16/2023,Arrival,297180,87303,16717
4/16/2023,Departure,175577,105980,25031
4/17/2023,Arrival,182124,72449,17986
4/17/2023,Departure,159725,64046,17016
4/18/2023,Arrival,160610,74736,20332
4/18/2023,Departure,153574,69842,16018
4/19/2023,Arrival,146568,64092,21617
4/19/2023,Departure,142142,64542,16207
4/20/2023,Arrival,145239,64252,22749
4/20/2023,Departure,149224,65227,17850
4/21/2023,Arrival,154784,76645,23915
4/21/2023,Departure,194624,78254,20505
4/22/2023,Arrival,173697,94904,22860
4/22/2023,Departure,239857,103599,23833
4/23/2023,Arrival,268211,76784,21103
4/23/2023,Departure,177742,80879,26560
4/24/2023,Arrival,172638,66056,18113
4/24/2023,Departure,156873,63670,19748
4/25/2023,Arrival,158121,62216,18734
4/25/2023,Departure,150969,64372,19699
4/26/2023,Arrival,159788,69231,19448
4/26/2023,Departure,156464,65844,20589
4/27/2023,Arrival,162300,72612,21106
4/27/2023,Departure,167587,69098,21085
4/28/2023,Arrival,172423,98616,24939
4/28/2023,Departure,223754,75718,18904
4/29/2023,Arrival,168077,165669,27628
4/29/2023,Departure,282765,110547,20399
4/30/2023,Arrival,227792,156313,22509
4/30/2023,Departure,238018,132486,25415
5/1/2023,Arrival,316275,129349,15673
5/1/2023,Departure,124998,134177,25581
5/2/2023,Arrival,148487,109617,14937
5/2/2023,Departure,122159,154623,19056
5/3/2023,Arrival,125411,64590,17302
5/3/2023,Departure,130018,124907,18206
5/4/2023,Arrival,135790,55208,18066
5/4/2023,Departure,146586,59423,14926
5/5/2023,Arrival,146022,65303,20162
5/5/2023,Departure,183571,60471,16614
5/6/2023,Arrival,167512,69660,18950
5/6/2023,Departure,234389,68516,19570
5/7/2023,Arrival,233140,73513,17284
5/7/2023,Departure,156948,75871,24551
5/8/2023,Arrival,158231,55491,15954
5/8/2023,Departure,157746,57239,16651
5/9/2023,Arrival,157153,59952,15648
5/9/2023,Departure,162728,55305,15799
5/10/2023,Arrival,161503,75754,17386
5/10/2023,Departure,163631,63726,15626
5/11/2023,Arrival,158077,76505,17094
5/11/2023,Departure,167746,76648,15154
5/12/2023,Arrival,168221,72901,19054
5/12/2023,Departure,208223,74212,16739
5/13/2023,Arrival,192645,133436,19459
5/13/2023,Departure,259157,107167,18241
5/14/2023,Arrival,279867,77538,16433
5/14/2023,Departure,183895,104681,21862
5/15/2023,Arrival,169732,63158,16234
5/15/2023,Departure,170254,67991,16787
5/16/2023,Arrival,162566,64195,15824
5/16/2023,Departure,165104,64464,16411
5/17/2023,Arrival,155661,60848,16804
5/17/2023,Departure,159155,64381,16114
5/18/2023,Arrival,158365,65928,17480
5/18/2023,Departure,167377,63161,15078
5/19/2023,Arrival,170139,74622,20721
5/19/2023,Departure,207708,69219,16294
5/20/2023,Arrival,187462,117662,21053
5/20/2023,Departure,261634,105389,19308
5/21/2023,Arrival,276402,79274,17321
5/21/2023,Departure,185476,103861,22999
5/22/2023,Arrival,176772,59524,15018
5/22/2023,Departure,164284,57947,17750
5/23/2023,Arrival,153813,56107,14796
5/23/2023,Departure,157108,55325,16350
5/24/2023,Arrival,153604,58274,16516
5/24/2023,Departure,170936,58877,15405
5/25/2023,Arrival,161757,61131,18124
5/25/2023,Departure,292557,65709,14129
5/26/2023,Arrival,277774,62791,25145
5/26/2023,Departure,413805,58961,18214
5/27/2023,Arrival,242668,103106,22596
5/27/2023,Departure,208025,91214,20135
5/28/2023,Arrival,378554,75267,16010
5/28/2023,Departure,156187,90562,24167
5/29/2023,Arrival,194306,59683,14029
5/29/2023,Departure,160327,57158,18508
5/30/2023,Arrival,166012,53192,14628
5/30/2023,Departure,153649,57349,16247
5/31/2023,Arrival,159095,52885,16408
5/31/2023,Departure,147961,52994,15433
6/1/2023,Arrival,143507,57653,18385
6/1/2023,Departure,152504,56951,13739
6/2/2023,Arrival,160060,62379,21645
6/2/2023,Departure,195549,57981,15989
6/3/2023,Arrival,173586,90125,22707
6/3/2023,Departure,236307,83274,17818
6/4/2023,Arrival,256343,66372,18731
6/4/2023,Departure,172050,80865,23379
6/5/2023,Arrival,171547,57230,17215
6/5/2023,Departure,159939,49998,20835
6/6/2023,Arrival,155023,60548,16143
6/6/2023,Departure,156603,56396,19271
6/7/2023,Arrival,156998,61707,18040
6/7/2023,Departure,160992,59018,16705
6/8/2023,Arrival,160609,57341,19019
6/8/2023,Departure,167542,62402,16214
6/9/2023,Arrival,171938,70113,21830
6/9/2023,Departure,216741,64153,17125
6/10/2023,Arrival,189722,106332,22836
6/10/2023,Departure,270028,95008,19399
6/11/2023,Arrival,307721,77560,20374
6/11/2023,Departure,199168,94601,24207
6/12/2023,Arrival,182367,60933,18368
6/12/2023,Departure,169618,59009,21077
6/13/2023,Arrival,163125,59211,16593
6/13/2023,Departure,161120,58371,19128
6/14/2023,Arrival,161305,58602,18169
6/14/2023,Departure,160685,58775,17986
6/15/2023,Arrival,159476,59325,18573
6/15/2023,Departure,167417,58618,17014
6/16/2023,Arrival,170543,66987,21369
6/16/2023,Departure,217843,63715,18183
6/17/2023,Arrival,187325,98017,21137
6/17/2023,Departure,262962,85865,18748
6/18/2023,Arrival,297396,72068,18501
6/18/2023,Departure,192706,89056,23681
6/19/2023,Arrival,182977,61303,17888
6/19/2023,Departure,179895,60345,19511
6/20/2023,Arrival,169873,61975,18173
6/20/2023,Departure,181361,62645,18392
6/21/2023,Arrival,179774,75934,22470
6/21/2023,Departure,264291,67434,16098
6/22/2023,Arrival,247584,115540,24519
6/22/2023,Departure,240469,84728,16615
6/23/2023,Arrival,179773,114697,23223
6/23/2023,Departure,213980,123635,19339
6/24/2023,Arrival,204346,71534,20859
6/24/2023,Departure,277600,102218,22650
6/25/2023,Arrival,366855,66017,17598
6/25/2023,Departure,213715,67745,28374
6/26/2023,Arrival,206198,68494,18425
6/26/2023,Departure,181442,58961,22594
6/27/2023,Arrival,183368,64727,17983
6/27/2023,Departure,177694,64717,18913
6/28/2023,Arrival,180575,67083,21028
6/28/2023,Departure,181635,65399,19287
6/29/2023,Arrival,176732,68614,20735
6/29/2023,Departure,190267,67215,18811
6/30/2023,Arrival,188704,76810,20930
6/30/2023,Departure,310045,73825,17991
7/1/2023,Arrival,245864,110810,21795
7/1/2023,Departure,364167,101054,19611
7/2/2023,Arrival,401643,81621,19201
7/2/2023,Departure,184720,89865,24257
7/3/2023,Arrival,199886,71591,18041
7/3/2023,Departure,171645,64688,19387
7/4/2023,Arrival,174568,71436,18310
7/4/2023,Departure,171285,68221,19057
7/5/2023,Arrival,178281,78386,19651
7/5/2023,Departure,183614,76310,19029
7/6/2023,Arrival,175358,78301,20687
7/6/2023,Departure,183160,76778,19017
7/7/2023,Arrival,189562,84352,21905
7/7/2023,Departure,232578,81519,18914
7/8/2023,Arrival,215220,124198,23230
7/8/2023,Departure,296834,112389,21365
7/9/2023,Arrival,332907,103227,21003
7/9/2023,Departure,222911,111139,25742
7/10/2023,Arrival,205260,86586,20036
7/10/2023,Departure,180899,75453,20838
7/11/2023,Arrival,183505,85243,18305
7/11/2023,Departure,178712,81843,19565
7/12/2023,Arrival,179996,90413,19213
7/12/2023,Departure,187867,88744,19250
7/13/2023,Arrival,177456,88811,19126
7/13/2023,Departure,201166,91240,18159
7/14/2023,Arrival,187134,93690,21434
7/14/2023,Departure,245677,93130,18739
7/15/2023,Arrival,213143,130979,23036
7/15/2023,Departure,320951,124317,19997
7/16/2023,Arrival,292837,99789,18571
7/16/2023,Departure,211730,115044,23226
7/17/2023,Arrival,120176,52846,14099
7/17/2023,Departure,100229,49089,16452
7/18/2023,Arrival,180735,75874,17509
7/18/2023,Departure,190960,76767,18395
7/19/2023,Arrival,180220,89060,19015
7/19/2023,Departure,206481,85746,18770
7/20/2023,Arrival,188427,99013,19045
7/20/2023,Departure,212077,93928,17348
7/21/2023,Arrival,195099,105958,20874
7/21/2023,Departure,252226,103215,18822
7/22/2023,Arrival,225563,153418,21947
7/22/2023,Departure,337411,139861,20162
7/23/2023,Arrival,353690,125010,19950
7/23/2023,Departure,257908,139382,24180
7/24/2023,Arrival,222389,96810,18956
7/24/2023,Departure,201425,91790,19461
7/25/2023,Arrival,193567,95452,17864
7/25/2023,Departure,190479,96862,18980
7/26/2023,Arrival,190271,96472,18497
7/26/2023,Departure,191430,96910,17536
7/27/2023,Arrival,175225,90790,19831
7/27/2023,Departure,177844,89811,17261
7/28/2023,Arrival,176533,81628,22049
7/28/2023,Departure,217412,84004,18044
7/29/2023,Arrival,209805,117995,22544
7/29/2023,Departure,302128,110395,20656
7/30/2023,Arrival,342892,121242,20267
7/30/2023,Departure,243840,132804,25842
7/31/2023,Arrival,229499,93523,18394
7/31/2023,Departure,191027,89766,22015
8/1/2023,Arrival,189279,98369,18236
8/1/2023,Departure,195340,94047,20034
8/2/2023,Arrival,193075,105119,19917
8/2/2023,Departure,200486,99494,19043
8/3/2023,Arrival,193560,106133,20284
8/3/2023,Departure,203447,104221,18092
8/4/2023,Arrival,203382,113675,27015
8/4/2023,Departure,247786,110451,19931
8/5/2023,Arrival,235274,164856,22589
8/5/2023,Departure,327942,150909,25229
8/6/2023,Arrival,362874,138004,19983
8/6/2023,Departure,252235,152372,24447
8/7/2023,Arrival,234627,104548,18355
8/7/2023,Departure,197993,98566,19761
8/8/2023,Arrival,209850,101328,17952
8/8/2023,Departure,195221,99986,18572
8/9/2023,Arrival,208972,110617,20586
8/9/2023,Departure,201222,111668,19316
8/10/2023,Arrival,200762,111865,21409
8/10/2023,Departure,200905,114165,18127
8/11/2023,Arrival,208413,114273,23911
8/11/2023,Departure,248908,115581,19794
8/12/2023,Arrival,243945,162792,24989
8/12/2023,Departure,339226,153094,22041
8/13/2023,Arrival,380943,138381,20855
8/13/2023,Departure,248765,153024,26626
8/14/2023,Arrival,245512,107391,19917
8/14/2023,Departure,197956,102888,24286
8/15/2023,Arrival,216002,109513,17877
8/15/2023,Departure,194293,109551,20970
8/16/2023,Arrival,212554,112412,21913
8/16/2023,Departure,204220,112659,21332
8/17/2023,Arrival,201290,110743,21502
8/17/2023,Departure,204217,112253,18434
8/18/2023,Arrival,204478,105227,22534
8/18/2023,Departure,247818,107195,19589
8/19/2023,Arrival,257144,152260,26772
8/19/2023,Departure,355924,144434,26454
8/20/2023,Arrival,388293,130115,19895
8/20/2023,Departure,256908,147617,25109
8/21/2023,Arrival,248101,108705,19824
8/21/2023,Departure,205010,102596,21195
8/22/2023,Arrival,215992,103181,17868
8/22/2023,Departure,201393,102674,19470
8/23/2023,Arrival,217353,103609,19874
8/23/2023,Departure,205551,105730,19097
8/24/2023,Arrival,209675,98968,21527
8/24/2023,Departure,203932,105135,18559
8/25/2023,Arrival,216548,101199,24070
8/25/2023,Departure,254747,104100,19334
8/26/2023,Arrival,247589,134518,24277
8/26/2023,Departure,343102,133156,21023
8/27/2023,Arrival,396343,109137,20559
8/27/2023,Departure,259705,131400,26463
8/28/2023,Arrival,257702,84862,18941
8/28/2023,Departure,202949,91953,22979
8/29/2023,Arrival,217830,66895,15936
8/29/2023,Departure,177882,80341,19045
8/30/2023,Arrival,225478,64060,16756
8/30/2023,Departure,187709,74300,17741
8/31/2023,Arrival,210728,59882,19224
8/31/2023,Departure,198394,74211,18443
9/1/2023,Arrival,29363,9978,6328
9/1/2023,Departure,38983,17654,4600
9/2/2023,Arrival,73590,16860,12580
9/2/2023,Departure,96175,17433,11296
9/3/2023,Arrival,294972,68951,21266
9/3/2023,Departure,226104,64494,22405
9/4/2023,Arrival,187375,60757,20170
9/4/2023,Departure,178859,50567,18513
9/5/2023,Arrival,171197,60353,20374
9/5/2023,Departure,178061,54185,17130
9/6/2023,Arrival,173968,60925,18767
9/6/2023,Departure,182320,58683,17130
9/7/2023,Arrival,171929,58075,19506
9/7/2023,Departure,184161,58149,17525
9/8/2023,Arrival,84148,33195,18425
9/8/2023,Departure,122293,38354,18186
9/9/2023,Arrival,182027,72618,20978
9/9/2023,Departure,274397,68153,22484
9/10/2023,Arrival,311501,68865,18849
9/10/2023,Departure,191824,75752,24486
9/11/2023,Arrival,192180,62619,17672
9/11/2023,Departure,172099,55443,18844
9/12/2023,Arrival,176523,63478,15987
9/12/2023,Departure,173839,60153,16904
9/13/2023,Arrival,175574,63552,18372
9/13/2023,Departure,179956,63660,17425
9/14/2023,Arrival,149154,54406,19498
9/14/2023,Departure,160107,57866,16413
9/15/2023,Arrival,182491,65174,24060
9/15/2023,Departure,249356,64851,18745
9/16/2023,Arrival,222249,104184,27160
9/16/2023,Departure,326451,94411,20585
9/17/2023,Arrival,377359,93019,25205
9/17/2023,Departure,235231,102752,27333
9/18/2023,Arrival,213563,71030,21692
9/18/2023,Departure,191217,64913,21446
9/19/2023,Arrival,188715,71123,21728
9/19/2023,Departure,190150,67395,19785
9/20/2023,Arrival,191515,73298,21690
9/20/2023,Departure,190971,71579,18555
9/21/2023,Arrival,188173,74071,21538
9/21/2023,Departure,195089,73653,18570
9/22/2023,Arrival,194277,78520,22610
9/22/2023,Departure,250929,78932,21735
9/23/2023,Arrival,232512,110617,27980
9/23/2023,Departure,328471,109405,27109
9/24/2023,Arrival,364398,94435,20237
9/24/2023,Departure,225668,107747,33512
9/25/2023,Arrival,214592,69541,17481
9/25/2023,Departure,195929,68814,23613
9/26/2023,Arrival,195148,67311,16881
9/26/2023,Departure,193451,72096,20555
9/27/2023,Arrival,194074,71832,19805
9/27/2023,Departure,204802,74195,19059
9/28/2023,Arrival,188663,81363,24098
9/28/2023,Departure,223041,70023,19048
9/29/2023,Arrival,143024,122877,24171
9/29/2023,Departure,338560,78612,16640
9/30/2023,Arrival,210319,158802,25045
9/30/2023,Departure,411692,112398,21318
10/1/2023,Arrival,316461,177770,19617
10/1/2023,Departure,238819,142422,25295
10/2/2023,Arrival,478651,149709,18332
10/2/2023,Departure,151325,159003,24063
10/3/2023,Arrival,214218,150472,17938
10/3/2023,Departure,152241,162852,22160
10/4/2023,Arrival,174351,135681,18654
10/4/2023,Departure,161022,164450,18792
10/5/2023,Arrival,164670,112924,17272
10/5/2023,Departure,170126,159394,15927
10/6/2023,Arrival,158826,83728,20358
10/6/2023,Departure,214397,119989,17302
10/7/2023,Arrival,190450,59922,23995
10/7/2023,Departure,257894,70651,17335
10/8/2023,Arrival,164944,40115,18297
10/8/2023,Departure,103251,42999,17397
10/9/2023,Arrival,158557,48509,23569
10/9/2023,Departure,108482,39630,24142
10/10/2023,Arrival,185516,68324,20868
10/10/2023,Departure,189922,57539,23788
10/11/2023,Arrival,188200,72458,23670
10/11/2023,Departure,201487,64606,20306
10/12/2023,Arrival,193991,74524,27240
10/12/2023,Departure,207610,69445,19524
10/13/2023,Arrival,204241,78953,29125
10/13/2023,Departure,256209,77278,21099
10/14/2023,Arrival,243542,115716,29783
10/14/2023,Departure,336420,116746,29081
10/15/2023,Arrival,362203,86761,25285
10/15/2023,Departure,242533,99256,33762
10/16/2023,Arrival,218573,69405,23019
10/16/2023,Departure,205240,68921,26793
10/17/2023,Arrival,198353,73792,21503
10/17/2023,Departure,195280,64378,23325
10/18/2023,Arrival,188755,69321,24239
10/18/2023,Departure,192274,67204,22501
10/19/2023,Arrival,184103,66850,27685
10/19/2023,Departure,204916,67654,22507
10/20/2023,Arrival,205121,70880,29658
10/20/2023,Departure,304679,71618,22528
10/21/2023,Arrival,223117,107133,31698
10/21/2023,Departure,466851,109012,26487
10/22/2023,Arrival,345156,79441,27361
10/22/2023,Departure,414266,98406,34621
10/23/2023,Arrival,575672,65605,23024
10/23/2023,Departure,230599,58321,31935
10/24/2023,Arrival,251740,70962,21830
10/24/2023,Departure,192264,65553,24631
10/25/2023,Arrival,209532,76093,26430
10/25/2023,Departure,196413,67703,24076
10/26/2023,Arrival,205028,79524,30854
10/26/2023,Departure,205209,75708,22378
10/27/2023,Arrival,217177,82340,33382
10/27/2023,Departure,253275,78904,24412
10/28/2023,Arrival,244015,113270,30531
10/28/2023,Departure,304188,109463,27686
10/29/2023,Arrival,345045,86349,26284
10/29/2023,Departure,219138,101661,33731
10/30/2023,Arrival,227813,69385,25192
10/30/2023,Departure,195532,76703,29814
10/31/2023,Arrival,200157,62677,23810
10/31/2023,Departure,187085,62719,25685
11/1/2023,Arrival,195397,67284,27583
11/1/2023,Departure,200879,65259,24010
11/2/2023,Arrival,198442,62992,33021
11/2/2023,Departure,210625,65968,27879
11/3/2023,Arrival,214796,71979,31557
11/3/2023,Departure,275373,69507,26801
11/4/2023,Arrival,253232,113837,30273
11/4/2023,Departure,355004,105992,30095
11/5/2023,Arrival,387047,89764,25738
11/5/2023,Departure,244267,102363,36116
11/6/2023,Arrival,233340,66040,23519
11/6/2023,Departure,207711,62329,28197
11/7/2023,Arrival,204466,67302,22715
11/7/2023,Departure,201388,64498,24034
11/8/2023,Arrival,205697,72714,24985
11/8/2023,Departure,209920,68337,23267
11/9/2023,Arrival,206859,66971,27771
11/9/2023,Departure,217377,68174,22802
11/10/2023,Arrival,222269,76541,31235
11/10/2023,Departure,282429,75862,24855
11/11/2023,Arrival,247584,120090,34162
11/11/2023,Departure,351173,112173,27889
11/12/2023,Arrival,399452,87962,27546
11/12/2023,Departure,259745,104457,36153
11/13/2023,Arrival,238250,70039,28601
11/13/2023,Departure,212527,64229,28584
11/14/2023,Arrival,211468,72141,28594
11/14/2023,Departure,205229,65649,25734
11/15/2023,Arrival,208814,76195,27198
11/15/2023,Departure,212857,73713,24391
11/16/2023,Arrival,207473,70585,31658
11/16/2023,Departure,228032,77443,28317
11/17/2023,Arrival,224774,79225,32097
11/17/2023,Departure,296057,77969,30415
11/18/2023,Arrival,267172,123052,32095
11/18/2023,Departure,370087,114130,33503
11/19/2023,Arrival,413425,95874,26894
11/19/2023,Departure,257658,108690,35991
11/20/2023,Arrival,246626,74725,26981
11/20/2023,Departure,214683,69944,30206
11/21/2023,Arrival,216549,72749,24109
11/21/2023,Departure,209673,71354,26435
11/22/2023,Arrival,213712,76419,27701
11/22/2023,Departure,211643,74740,24508
11/23/2023,Arrival,212613,72090,32880
11/23/2023,Departure,224538,75562,24977
11/24/2023,Arrival,229116,84723,35237
11/24/2023,Departure,291575,78739,28752
11/25/2023,Arrival,268048,128713,33729
11/25/2023,Departure,375822,121336,31271
11/26/2023,Arrival,413488,93329,28460
11/26/2023,Departure,259493,111804,39636
11/27/2023,Arrival,247732,68499,25528
11/27/2023,Departure,215788,68038,31601
11/28/2023,Arrival,217868,67120,23730
11/28/2023,Departure,212246,65963,26627
11/29/2023,Arrival,214106,69326,25773
11/29/2023,Departure,210113,66771,24873
11/30/2023,Arrival,220072,69723,29812
11/30/2023,Departure,223479,70340,25213
12/1/2023,Arrival,224061,78721,31362
12/1/2023,Departure,296032,73528,25974
12/2/2023,Arrival,258098,124026,32374
12/2/2023,Departure,363410,113405,27869
12/3/2023,Arrival,396316,90968,27507
12/3/2023,Departure,247751,110627,34994
12/4/2023,Arrival,244252,68226,25301
12/4/2023,Departure,212863,66652,28255
12/5/2023,Arrival,212705,67899,24450
12/5/2023,Departure,204323,65120,27849
12/6/2023,Arrival,209312,73625,25825
12/6/2023,Departure,206767,71936,24793
12/7/2023,Arrival,211178,75103,30719
12/7/2023,Departure,219772,72620,25219
12/8/2023,Arrival,226847,84506,42770
12/8/2023,Departure,282260,80475,33868
12/9/2023,Arrival,251492,139510,34305
12/9/2023,Departure,364089,128759,31387
12/10/2023,Arrival,372062,102405,29864
12/10/2023,Departure,291770,122214,39548
12/11/2023,Arrival,326863,78838,24460
12/11/2023,Departure,239290,71956,31296
12/12/2023,Arrival,216348,73051,22836
12/12/2023,Departure,212619,72685,27406
12/13/2023,Arrival,210387,77355,24079
12/13/2023,Departure,211928,73651,25008
12/14/2023,Arrival,213465,77276,27532
12/14/2023,Departure,229133,77460,23935
12/15/2023,Arrival,230966,88899,31542
12/15/2023,Departure,292549,84134,24279
12/16/2023,Arrival,250168,155657,35016
12/16/2023,Departure,343909,137347,27646
12/17/2023,Arrival,348045,102899,29498
